,freight_value,price,payment_value,payment_installments,payment_sequential
78438,23.12,56.58,79.7,3,1
65163,15.79,149.0,37.57,1,2
54676,31.62,135.0,166.62,1,1
9983,17.22,334.8,352.02,5,1
84850,17.6,49.9,67.5,1,1
64465,22.25,45.0,67.25,2,1
90192,17.09,159.9,176.99,3,1
95778,14.44,25.0,39.44,1,1
91002,8.68,74.89,83.57,1,1
100350,17.53,598.97,616.5,4,1
72466,25.03,330.0,355.03,8,1
45614,16.11,35.99,52.1,2,1
48806,16.11,38.25,108.72,1,1
100928,11.73,59.9,71.63,1,1
81225,15.59,120.0,135.59,3,1
176,11.45,119.6,393.15,1,1
92441,15.1,19.99,35.09,1,1
101722,14.58,69.99,169.14,3,1
12401,58.37,259.9,318.27,6,1
32422,31.85,156.89,188.74,1,1
30913,17.6,42.9,60.5,3,1
58549,11.39,349.0,931.53,1,1
7316,23.72,29.99,53.71,1,1
97937,15.1,39.0,108.2,5,1
34236,5.02,89.9,271.14,3,1
29368,8.88,24.2,33.08,1,1
29361,16.11,43.0,59.11,1,1
50437,16.95,99.99,116.94,2,1
87541,12.38,95.99,216.74,1,1
98859,7.78,11.55,19.33,1,1
3899,35.14,196.8,231.94,1,1
41748,35.67,46.9,82.57,6,1
4420,16.12,51.92,68.04,4,1
8443,3.55,13.9,63.51,6,1
39975,18.38,179.0,197.38,1,1
52666,22.6,105.0,127.6,1,1
104249,46.29,207.0,253.29,1,1
83059,17.86,150.0,167.86,2,1
88862,22.37,79.0,101.37,8,1
67335,14.56,219.9,234.46,1,1
94847,7.91,46.89,54.8,1,1
91169,15.1,27.99,129.27,1,1
1121,82.7,179.99,262.69,3,1
32182,19.65,66.0,85.65,8,1
38053,13.71,49.95,63.66,1,1
97749,8.72,29.0,37.72,3,1
41557,16.05,29.99,91.0,5,1
80709,19.09,259.0,278.09,1,1
100093,20.21,189.9,210.11,1,1
85428,37.97,59.9,97.87,2,1
48220,12.83,69.99,165.64,3,1
20632,14.37,145.0,159.37,2,1
73041,17.0,59.9,76.9,5,1
13089,15.17,59.99,75.16,3,1
54999,61.22,119.0,180.22,2,1
72331,17.64,330.0,533.32,8,1
5198,13.71,39.99,53.7,1,1
32613,15.52,90.99,106.51,1,1
10045,13.03,98.67,111.7,10,1
12986,8.27,27.9,36.17,1,1
8551,17.85,59.8,77.65,3,1
37048,18.05,114.9,132.95,1,1
89943,8.72,39.99,48.71,1,1
77024,14.25,180.0,193.26,1,2
59583,19.88,329.9,349.78,3,1
63485,18.59,69.99,49.02,3,1
45165,16.53,48.9,25.0,1,2
52472,7.78,22.3,30.08,1,1
44451,12.76,60.0,145.52,5,1
105006,22.85,14.9,37.75,1,1
53359,11.85,27.9,39.75,3,1
101125,19.01,129.97,148.98,1,1
42594,13.91,127.0,563.64,5,1
66140,16.88,159.99,176.87,7,1
42689,14.52,110.0,249.04,2,1
36149,13.14,100.0,113.14,8,1
97642,12.26,79.0,182.52,4,1
59713,20.75,18.9,203.09,2,1
12723,16.71,62.0,78.71,1,1
59226,13.54,59.9,73.44,1,1
74240,22.32,55.9,156.44,4,1
39444,27.26,75.61,102.87,1,1
88761,21.02,895.0,916.02,8,1
51804,13.08,29.5,42.58,1,1
96568,58.41,1099.0,1157.41,10,1
4496,12.69,45.9,58.59,1,1
111017,44.07,676.99,721.06,7,1
82148,7.5,34.9,42.4,3,1
42764,14.03,64.0,78.03,4,1
32572,42.73,64.86,107.59,5,1
75436,15.79,49.0,8.9,1,1
62611,17.02,723.74,50.0,1,15
10102,14.11,28.9,86.02,1,1
9392,15.23,9.9,75.39,2,1
15938,10.43,182.0,522.08,5,1
73632,12.17,96.0,108.17,1,1
18207,68.09,134.99,203.08,2,1
83332,15.23,68.9,74.98,1,2
21321,18.33,63.9,82.23,8,1
102055,19.38,59.0,78.38,1,1
1447,105.13,279.9,385.03,7,1
80955,63.65,249.9,313.55,1,1
18590,37.43,106.0,143.43,2,1
35245,17.94,99.0,116.94,1,1
10912,14.43,117.3,131.73,10,1
98603,7.39,17.0,24.39,1,1
72494,36.07,325.0,361.07,1,1
97923,8.38,148.0,156.38,1,1
54041,24.26,399.0,846.52,10,1
7545,28.83,299.99,328.82,1,1
96266,14.52,110.0,124.52,6,1
85672,37.9,49.9,87.8,1,1
24369,9.09,48.9,57.99,1,1
95403,17.9,450.0,467.9,1,1
18718,14.18,59.0,73.18,1,1
64337,14.09,39.0,139.29,4,1
15513,32.94,69.9,102.84,2,1
103198,20.32,192.5,212.82,1,1
112010,20.0,1200.0,1220.0,18,1
88234,18.93,93.0,111.93,1,1
76606,15.7,86.0,101.7,1,1
105121,9.0,89.9,98.9,3,1
100953,9.74,12.99,22.73,1,1
56826,15.43,97.0,112.43,4,1
55081,19.74,119.0,138.74,5,1
99541,15.23,23.7,38.93,3,1
46168,11.85,41.8,53.65,1,1
29188,17.64,55.0,72.64,7,1
27666,31.94,185.0,216.94,3,1
45071,18.23,156.9,350.26,6,1
12548,37.9,36.0,73.9,4,1
29539,22.94,56.5,79.44,3,1
46756,16.14,54.9,71.04,5,1
6724,11.8,84.9,96.7,3,1
6792,17.92,38.5,56.42,1,1
8093,13.37,9.99,140.16,10,1
8115,19.36,64.9,84.26,1,1
85795,13.44,59.9,73.34,1,1
76921,14.1,18.99,33.09,1,1
49399,15.45,99.9,115.35,3,1
76223,21.28,113.0,134.28,2,1
76401,7.39,42.49,24.81,1,2
70787,15.1,23.99,39.09,3,1
105395,8.79,40.0,97.58,4,1
11407,15.1,25.99,41.09,4,1
65276,7.6,49.0,56.6,1,1
50425,27.43,99.99,127.42,1,1
97732,11.85,29.0,1.14,1,7
99877,7.39,16.99,24.38,1,1
20868,9.18,252.0,261.18,1,1
107262,14.37,89.0,103.37,1,1
34974,15.38,89.9,105.28,10,1
100180,15.29,26.9,42.19,1,1
86347,34.2,120.0,20.0,1,3
17627,8.88,45.0,107.76,1,1
3222,18.74,35.0,214.98,2,1
47892,13.37,41.8,55.17,1,1
57717,15.23,27.9,2.0,1,2
19492,7.39,30.48,37.87,3,1
90602,15.23,68.0,83.23,8,1
18338,21.88,149.0,170.88,6,1
28817,9.75,199.99,209.74,10,1
9451,13.53,139.9,306.86,1,1
82954,15.14,55.0,70.14,7,1
110575,19.86,88.9,108.76,2,1
29958,23.7,159.9,183.6,8,1
112449,10.09,125.0,135.09,1,1
95575,18.35,34.99,53.34,1,1
10513,10.53,74.99,177.62,3,1
73099,15.54,69.9,24.7,1,1
68597,21.58,55.0,151.84,1,1
69193,18.29,59.0,77.29,1,1
54385,23.14,59.99,83.13,8,1
55205,40.38,149.99,190.37,1,1
98092,18.27,24.9,43.17,1,1
103668,7.87,27.9,35.77,1,1
93813,22.21,39.99,62.2,1,1
62307,18.64,109.0,255.28,3,1
61730,16.11,36.9,159.03,10,1
31025,8.72,36.0,44.72,1,1
27218,9.44,30.9,40.34,1,1
85508,13.46,53.9,134.72,1,1
11888,8.72,10.35,57.21,1,1
46285,9.34,49.99,59.33,3,1
87293,18.9,189.99,108.89,2,1
22602,14.1,45.0,118.2,1,1
73039,12.48,59.9,144.76,2,1
62832,16.11,49.0,65.11,1,1
18145,14.45,99.9,114.35,1,1
63779,8.28,99.99,108.27,4,1
62704,17.09,120.0,137.09,1,1
32452,34.51,138.0,172.51,3,1
51821,15.98,29.5,45.48,1,1
86333,62.44,110.0,172.44,1,1
64623,24.35,29.0,53.35,2,1
5671,12.43,69.9,82.33,3,1
15466,20.98,69.9,90.88,1,1
100007,16.31,79.0,48.69,1,2
51475,16.21,64.9,81.11,3,1
37897,15.1,39.99,55.09,3,1
79208,18.33,65.0,83.33,1,1
27263,19.2,199.99,219.19,8,1
20801,23.86,219.9,243.76,6,1
102583,20.03,189.99,210.02,1,1
35463,12.73,55.6,68.33,6,1
8134,167.04,69.9,1421.69,1,1
112014,35.65,1599.99,1635.64,4,1
74246,19.43,34.9,54.33,1,1
10433,34.04,109.97,1440.1,24,1
84440,19.65,59.0,106.96,1,2
19277,12.69,45.33,58.02,1,1
12853,9.45,179.49,188.94,1,1
47943,13.37,26.26,39.63,1,1
64088,16.93,105.0,243.86,1,1
48995,16.11,8.49,24.6,1,1
99414,8.72,13.65,22.37,1,1
49133,3.07,66.41,160.07,1,1
49122,17.78,8.99,26.77,1,1
63169,11.85,19.9,31.75,1,1
25781,12.79,39.99,52.78,1,1
44960,16.6,39.9,113.0,1,1
14670,32.31,80.0,213.77,3,1
65420,15.23,69.0,84.23,1,1
72606,26.06,110.0,136.06,1,1
2289,23.45,124.9,296.7,1,1
46269,16.14,198.0,214.14,1,1
73594,15.87,160.0,175.87,2,1
88251,49.28,109.0,89.26,2,1
87647,5.6,12.9,64.57,1,1
103253,22.93,20.5,260.58,2,1
74591,22.27,48.0,70.27,3,1
105815,9.27,36.75,46.02,1,1
21501,29.31,129.9,100.0,1,2
33847,22.28,19.9,42.18,1,1
53582,17.6,48.9,66.5,3,1
82652,15.46,101.0,116.46,10,1
107760,16.79,29.99,15.08,1,2
69502,15.94,109.99,125.93,2,1
103573,17.91,94.0,111.91,2,1
81034,16.79,117.4,134.19,1,1
99371,11.85,21.9,33.75,1,1
93041,14.1,24.99,39.09,1,1
57881,12.07,81.99,188.12,1,1
57327,13.5,22.32,11.55,1,1
14149,18.51,59.0,77.51,5,1
30835,9.7,55.98,131.36,2,1
98014,12.48,18.9,31.38,1,1
29586,26.56,59.9,86.46,4,1
91445,27.2,109.6,136.8,1,1
30764,15.37,37.9,53.27,1,1
22461,22.41,159.0,181.41,1,1
103984,299.16,175.0,2844.96,1,1
17551,27.44,84.9,112.34,4,1
44740,23.95,154.9,178.85,3,1
103637,18.3,27.9,46.2,2,1
85233,17.67,59.9,77.57,1,1
96726,19.35,299.9,319.25,7,1
87693,39.41,60.0,198.82,1,1
20629,27.55,145.0,172.55,1,1
88931,18.15,129.0,147.15,2,1
69509,38.52,179.99,218.51,8,1
6945,86.33,159.9,246.23,1,1
966,11.45,119.99,131.44,2,1
96482,21.49,97.9,238.78,1,1
28953,21.18,43.0,128.36,4,1
62773,16.57,343.4,359.97,1,1
55866,21.15,57.52,491.03,2,1
18063,22.37,129.0,151.37,1,1
86040,75.77,139.0,214.77,8,1
53851,37.04,10.99,192.12,1,1
14005,7.4,19.99,27.39,1,1
88577,13.49,21.36,69.7,2,1
62964,6.68,39.9,93.17,1,1
32188,18.23,15.9,34.13,1,1
54925,23.83,119.99,143.82,1,1
22809,15.49,103.99,33.63,1,2
76541,14.52,42.9,57.42,1,1
9482,13.54,140.0,153.54,1,1
37182,27.5,109.9,137.4,4,1
12750,35.07,78.0,113.07,6,1
29005,12.26,79.99,92.25,2,1
66460,0.0,99.9,99.9,4,1
41414,13.96,53.98,67.94,6,1
98956,8.29,21.9,30.19,1,1
109919,12.05,120.0,132.05,1,1
103443,12.79,19.99,65.56,1,1
60830,8.39,139.9,148.29,1,1
20356,7.78,39.9,47.68,1,1
13073,11.85,40.0,37.07,1,1
100411,11.87,94.9,106.77,1,1
88986,12.69,28.9,41.59,2,1
107770,31.02,29.99,61.01,1,1
107709,8.86,94.6,103.46,1,1
65894,15.3,79.0,94.3,4,1
78426,16.49,199.0,215.49,1,1
98157,16.79,25.9,42.69,1,1
76641,8.49,46.9,20.0,1,1
83340,7.97,89.0,96.97,4,1
69999,7.47,29.9,37.37,1,1
15192,7.88,19.49,27.37,1,1
64015,62.99,105.0,167.99,1,1
76244,18.11,123.4,141.51,3,1
64021,15.52,108.0,1482.24,1,1
100674,8.11,15.0,23.11,2,1
34874,25.91,89.9,115.81,4,1
16653,18.82,109.9,128.72,1,1
102935,9.44,29.49,38.93,1,1
75563,38.39,119.33,678.19,1,2
40758,23.36,79.9,103.26,1,1
10817,18.97,229.9,497.74,5,1
72637,7.39,12.0,19.39,1,1
14007,7.88,19.99,27.87,2,1
63199,15.1,24.5,39.6,3,1
63661,8.46,43.2,51.66,3,1
104845,14.37,89.0,206.74,1,1
26970,11.15,62.0,73.15,1,1
25359,8.9,77.98,347.52,7,1
27130,15.11,50.9,66.01,1,1
74958,23.64,69.9,93.54,3,1
99961,11.31,97.9,109.21,1,1
65676,11.85,29.0,40.85,4,1
85928,10.96,39.9,50.86,1,1
69977,8.64,29.9,77.08,2,1
8775,18.23,29.9,48.13,4,1
34573,23.07,69.9,185.94,10,1
22473,22.19,159.0,181.19,1,1
82713,23.04,189.9,212.94,5,1
68781,17.81,79.9,97.71,1,1
33404,17.3,149.9,167.2,1,1
96847,7.87,32.0,39.87,1,1
67930,8.46,227.9,236.36,8,1
30970,84.15,105.0,378.3,1,1
72898,14.11,8.2,22.31,2,1
91138,12.79,8.8,21.59,1,1
25418,32.99,987.0,1019.99,6,1
48668,18.96,59.99,78.95,7,1
53820,11.45,119.9,262.7,5,1
106634,8.11,20.3,22.64,1,2
59012,13.86,74.9,88.76,1,1
2999,17.92,32.99,152.73,10,1
29835,11.85,49.28,101.05,2,1
1390,17.76,149.9,502.98,2,1
54789,15.74,139.9,155.64,1,1
60677,56.86,999.0,1055.86,4,1
25636,15.23,35.0,50.23,1,1
98180,15.1,19.9,35.0,1,1
67556,16.84,299.0,315.84,4,1
15530,15.24,69.9,85.14,1,1
19181,9.34,59.99,138.66,3,1
11471,8.29,19.0,27.29,1,1
4205,8.88,39.0,95.76,1,1
22251,14.7,138.5,153.2,1,1
59499,19.94,99.99,119.93,4,1
75240,16.18,349.9,366.08,1,1
2238,38.99,134.9,173.89,3,1
57880,8.71,83.49,785.24,10,1
59359,51.56,119.5,171.06,1,1
89825,16.09,189.9,205.99,3,1
74535,16.46,74.5,166.33,1,1
7401,11.85,17.9,29.75,2,1
87733,27.79,209.9,237.69,1,1
14224,41.43,559.0,600.43,10,1
91730,19.22,74.9,94.12,2,1
110768,16.17,58.9,75.07,2,1
52319,9.51,99.9,109.41,1,1
70039,7.71,29.9,37.61,1,1
64313,37.46,78.0,115.46,1,1
30859,17.6,43.98,123.16,1,1
105483,9.44,40.0,49.44,1,1
14766,21.73,176.8,198.53,2,1
112158,35.36,850.0,970.0,6,1
102459,14.1,19.99,34.09,3,1
67056,41.51,688.0,729.51,8,1
17792,10.0,24.53,69.05,4,1
19339,15.1,13.33,28.43,1,1
99883,18.23,19.9,38.13,1,1
43615,11.73,75.5,87.23,4,1
7125,10.96,29.99,40.95,2,1
16998,24.35,44.99,69.34,6,1
2527,21.15,49.0,70.15,1,1
76157,43.89,76.49,183.83,6,1
75410,14.16,58.2,144.72,1,1
44163,27.21,129.9,33.56,1,2
59957,11.85,32.5,44.35,1,1
2086,31.57,99.9,131.47,1,1
24056,16.05,139.9,155.95,2,1
26703,18.23,44.99,189.66,3,1
12490,22.06,10.0,32.06,3,1
13433,63.35,189.88,253.23,5,1
6729,19.12,119.9,139.02,1,1
481,69.37,79.99,597.44,10,1
75816,11.92,59.9,50.0,1,2
44745,33.39,134.9,168.29,1,1
25152,64.34,160.0,124.34,2,1
83282,7.78,15.0,91.12,2,1
13361,13.04,54.9,67.94,1,1
3904,49.99,120.0,560.77,10,1
10053,13.08,28.99,168.28,10,1
37777,13.96,134.55,148.51,8,1
110792,78.82,83.9,162.72,1,1
74930,13.43,57.99,71.42,1,1
9998,23.13,199.0,222.13,1,1
94578,15.64,170.0,185.64,3,1
6835,14.21,68.9,83.11,1,1
60319,16.81,149.87,333.36,1,1
37523,38.34,113.57,151.91,3,1
6096,12.43,69.9,164.66,3,1
18873,13.75,104.0,117.75,1,1
28142,10.96,37.9,48.86,4,1
67908,8.46,227.9,236.36,5,1
57208,25.63,33.89,59.52,3,1
61230,16.11,29.9,92.02,1,1
15576,20.98,69.9,90.88,1,1
53556,7.78,44.99,50.0,1,2
7836,70.63,249.9,320.53,1,1
60969,9.5,98.0,107.5,1,1
81024,20.01,117.4,137.41,4,1
58118,13.28,163.73,354.02,5,1
46859,18.23,17.99,36.22,1,1
62437,23.38,126.12,149.5,1,1
27017,17.96,118.99,136.95,6,1
83899,17.67,59.9,155.14,3,1
35937,35.13,195.0,230.13,1,1
68461,8.45,169.8,178.25,1,1
73415,7.71,39.9,47.61,2,1
38519,11.85,27.9,39.75,3,1
95901,15.1,21.99,37.09,1,1
632,30.36,169.99,251.57,5,1
7294,9.37,79.9,17.14,1,3
23315,28.64,816.0,844.64,10,1
15951,11.85,41.0,52.85,1,1
7727,24.91,59.9,169.62,12,1
25646,17.92,29.9,47.82,1,1
106178,18.75,92.9,111.65,1,1
103858,8.35,86.5,94.85,1,1
78366,22.76,63.0,85.76,1,1
81323,11.03,59.9,70.93,3,1
45996,13.62,16.9,224.17,1,1
7705,9.34,69.9,79.24,1,1
103467,8.27,19.33,27.6,2,1
7777,15.63,59.9,151.06,10,1
65086,11.85,49.0,60.85,1,1
39575,15.49,104.9,120.39,10,1
84688,22.96,53.9,76.86,2,1
578,36.91,199.97,236.88,7,1
13974,15.73,89.99,105.72,2,1
41536,2.54,34.99,102.85,5,1
27965,25.54,99.89,125.43,8,1
51647,16.14,199.0,215.14,8,1
77459,11.19,80.99,92.18,6,1
46641,12.69,45.0,57.69,1,1
33187,22.96,179.0,201.96,2,1
70551,15.38,89.99,105.37,1,1
51668,34.15,38.9,73.05,7,1
88494,12.57,168.99,181.56,3,1
52109,13.58,146.99,160.57,1,1
20283,7.78,62.78,70.56,1,1
61838,14.13,54.6,68.73,1,1
100448,18.23,48.9,67.13,5,1
33112,17.16,129.9,147.06,4,1
94163,18.23,29.99,48.22,4,1
93672,24.84,26.99,25.82,2,2
77340,26.03,169.9,195.93,6,1
58505,28.13,175.91,585.12,10,1
94728,20.4,245.0,265.4,2,1
27804,21.43,85.0,212.86,1,1
26711,7.39,44.99,52.38,1,1
83011,14.1,44.1,18.98,1,1
41539,12.79,49.99,62.78,4,1
60905,19.38,189.9,418.56,1,1
40746,13.04,99.9,112.94,10,1
84615,13.44,59.9,146.68,10,1
61632,15.83,135.0,150.83,1,1
85880,16.05,34.9,50.95,1,1
92163,16.79,43.99,102.56,10,1
108242,52.75,289.9,342.65,3,1
11558,23.27,135.99,100.0,1,2
86525,12.17,220.0,232.17,8,1
54811,16.29,75.0,91.29,1,1
61348,15.11,35.9,102.02,4,1
44000,16.05,26.9,0.65,1,3
31837,17.93,39.9,173.49,2,1
90269,15.79,7.9,47.38,1,1
45182,84.1,398.99,483.09,3,1
18391,18.28,120.99,139.27,4,1
28446,21.56,46.99,184.1,8,1
43599,23.58,148.9,172.48,3,1
58375,8.3,79.79,88.09,3,1
45998,14.1,16.9,31.0,2,1
9255,21.89,119.99,91.88,5,1
21748,18.59,44.99,127.16,1,1
75779,8.11,69.9,78.01,2,1
26693,7.39,44.99,104.76,1,1
75963,21.23,62.0,83.23,4,1
58080,18.55,95.0,227.1,1,1
52313,9.51,99.9,109.41,1,1
99825,21.87,229.0,250.87,1,1
5211,15.1,10.99,52.18,3,1
36614,9.09,24.9,33.99,1,1
95376,15.1,39.0,54.1,5,1
25668,10.96,40.0,50.96,3,1
19908,16.49,104.9,116.6,1,1
43859,16.79,27.9,89.38,8,1
32426,59.73,138.0,329.02,1,2
26721,16.18,59.9,76.08,3,1
55716,3.5,40.0,260.99,1,1
36314,13.0,149.9,162.9,10,1
95452,12.79,14.0,26.79,1,1
32511,24.62,79.0,741.33,8,1
51817,13.08,29.5,42.58,1,1
74197,17.26,19.0,36.26,2,1
24251,46.43,225.0,271.43,1,1
37354,18.38,39.9,174.84,3,1
28487,22.93,39.0,61.93,1,1
87701,22.8,189.9,73.76,1,10
26040,31.97,174.9,206.87,1,1
93360,7.78,21.9,29.68,2,1
100841,18.62,105.99,124.61,2,1
51204,18.16,129.99,148.15,2,1
99158,15.1,21.9,37.0,1,1
64923,15.79,39.0,54.79,1,1
40339,18.27,55.0,73.27,3,1
89955,17.22,42.0,59.22,1,1
13948,45.24,434.0,1916.96,10,1
19815,16.11,38.98,5.5,1,1
15571,20.98,69.9,90.88,3,1
110853,17.06,30.0,47.06,1,1
52826,13.39,150.0,163.39,5,1
54077,25.64,164.9,190.54,8,1
60882,18.23,45.9,64.13,1,1
57164,7.56,99.99,107.55,3,1
40337,13.71,28.9,42.61,4,1
91143,23.54,105.9,129.44,2,1
81347,11.3,59.9,60.7,1,1
30404,15.1,16.99,32.09,1,1
17976,59.61,85.7,145.31,2,1
21325,34.92,160.0,194.92,1,1
27168,16.11,26.9,43.01,4,1
49010,12.13,89.5,101.63,1,1
66965,21.6,158.0,179.6,1,1
102261,9.54,61.9,71.44,1,1
41655,54.65,174.0,228.65,8,1
57382,17.17,34.9,52.07,1,1
49890,7.39,34.99,42.38,1,1
65823,18.31,29.9,48.21,1,1
4372,14.52,34.9,49.42,4,1
61559,76.44,1360.02,150.0,1,4
80261,25.68,56.99,82.67,1,1
106208,15.23,69.0,84.23,6,1
104003,15.67,110.0,125.67,2,1
101237,26.33,309.99,336.32,3,1
67133,15.89,163.0,178.89,3,1
81567,14.45,339.9,354.35,10,1
95566,22.85,49.99,72.84,7,1
5046,17.09,44.35,46.04,1,2
15321,8.65,130.0,138.65,2,1
14137,13.71,99.0,112.71,1,1
30094,13.37,28.45,41.82,3,1
37318,51.37,244.9,296.27,10,1
63011,17.65,269.73,287.38,3,1
92647,15.1,24.99,40.09,1,1
12576,16.11,29.9,46.01,1,1
40283,15.11,45.9,61.01,2,1
82343,7.95,98.8,106.75,8,1
25610,103.25,159.99,263.24,4,1
69399,18.58,529.0,547.58,1,1
46139,12.99,78.45,91.44,1,1
19174,9.74,59.99,69.73,1,1
44093,15.1,44.9,60.0,2,1
102053,16.83,55.0,143.66,2,1
88963,17.87,89.0,79.9,1,2
87984,14.65,299.9,314.55,3,1
46224,17.3,55.9,73.2,7,1
16816,17.88,199.9,217.78,1,1
94843,21.15,42.89,64.04,1,1
110178,19.42,63.9,83.32,1,1
101060,16.06,168.49,369.1,1,1
5223,14.52,22.9,2.4,1,1
88004,24.5,579.0,1810.5,10,1
45544,7.66,19.99,82.95,4,1
2262,21.78,184.9,206.68,1,1
468,32.06,146.99,179.05,1,1
7331,17.95,29.99,47.94,1,1
52989,28.34,199.0,227.34,2,1
26027,34.68,169.9,204.58,4,1
84491,0.0,53.9,53.9,1,1
28189,16.46,99.9,232.72,1,1
40255,18.71,39.9,161.77,8,1
67241,13.5,119.9,133.4,3,1
9158,18.64,198.0,433.28,5,1
100594,18.54,105.0,51.49,1,2
60373,20.79,275.0,1478.95,1,1
35213,11.24,89.9,101.14,6,1
91841,23.96,139.0,162.96,2,1
108374,19.76,435.19,454.95,2,1
161,20.79,116.6,137.39,4,1
98657,14.52,48.99,63.51,3,1
17799,12.8,19.99,32.79,1,1
108481,21.61,115.0,273.22,1,1
59442,12.54,149.0,161.54,3,1
12492,24.76,90.48,115.24,1,1
56376,26.64,79.99,106.63,1,1
111733,8.76,99.0,190.99,5,1
84395,21.35,53.9,150.5,3,1
53877,13.83,34.99,48.82,1,1
96693,51.83,99.99,303.64,1,1
109993,18.2,135.0,153.2,1,1
41998,19.81,89.0,108.81,1,1
30217,79.88,29.9,78.05,7,1
78391,7.48,88.0,95.48,1,1
41362,18.23,29.99,20.0,1,2
2311,42.38,14.9,57.28,3,1
23468,16.6,39.9,56.5,5,1
26291,119.56,238.47,358.03,5,1
77439,7.78,14.99,22.77,1,1
31891,9.44,89.18,98.62,2,1
54932,57.09,119.0,176.09,2,1
43707,18.27,55.0,7.19,1,1
37771,13.69,95.03,108.72,1,1
28719,15.1,26.9,84.0,4,1
84970,13.44,59.9,146.68,1,1
101470,14.44,19.99,6.09,1,5
88052,16.48,229.0,245.48,2,1
89956,8.95,39.99,97.88,1,1
34827,16.33,89.9,212.46,6,1
88221,7.01,33.0,112.25,1,1
80094,16.84,56.99,65.18,1,2
84015,19.59,49.9,138.98,1,1
73562,15.8,150.0,165.8,8,1
14409,33.43,1199.99,1233.42,10,1
82509,16.05,27.9,87.9,1,1
49448,7.39,56.9,64.29,1,1
6322,30.05,144.5,349.1,10,1
45705,14.47,54.9,138.74,3,1
51256,28.05,249.99,278.04,5,1
12503,15.11,27.18,42.29,1,1
52351,15.1,48.9,64.0,1,1
51635,16.12,195.9,212.02,1,1
13195,18.23,19.0,37.23,1,1
68549,17.01,3999.9,4016.91,8,1
25174,11.06,99.49,110.55,2,1
33714,18.23,39.9,348.78,2,1
84531,13.43,49.9,126.66,1,1
82603,18.66,79.9,98.56,4,1
91700,23.43,79.9,103.33,1,1
95777,7.47,30.0,37.47,2,1
35272,19.93,99.0,118.93,5,1
29726,11.85,16.9,57.5,5,1
94833,7.12,70.89,156.03,3,1
110716,61.68,231.2,292.88,1,1
49043,23.77,138.99,162.76,4,1
72711,20.65,209.0,229.65,8,1
80551,7.95,99.9,107.85,1,1
31062,19.38,59.2,78.58,1,1
33891,29.87,119.0,148.87,1,1
20747,17.06,33.33,50.39,1,1
81166,13.95,119.0,132.95,5,1
171,18.0,119.6,137.6,1,1
13203,7.39,19.0,26.39,1,1
45352,19.69,64.9,84.59,4,1
46679,23.06,69.0,92.06,1,1
53500,15.1,26.9,42.0,1,1
78367,16.67,59.7,76.37,1,1
95638,11.85,29.99,1.29,1,2
63941,8.35,105.0,340.05,1,1
16343,13.96,200.0,213.96,5,1
40442,17.25,105.9,246.29,8,1
98488,16.79,18.9,35.69,1,1
50196,71.41,160.0,231.41,5,1
96586,20.01,188.0,208.01,3,1
379,59.91,194.99,2039.2,1,1
95176,15.23,14.77,30.0,3,1
6809,15.56,38.5,54.06,5,1
16113,11.24,62.0,210.45,3,1
39554,11.65,89.9,101.55,1,1
99658,12.79,17.99,30.78,1,1
35527,15.86,159.0,36.29,1,2
16635,18.9,94.9,113.8,10,1
21957,9.24,149.9,159.14,3,1
110511,22.85,24.9,47.75,1,1
71793,30.11,122.99,153.1,1,1
86350,34.2,120.0,20.0,1,6
43593,14.17,164.9,179.07,3,1
34331,22.37,219.0,241.37,1,1
72252,15.1,46.33,61.43,3,1
69266,15.31,79.0,94.31,2,1
87530,13.47,65.0,78.47,2,1
5346,19.08,24.9,43.98,2,1
28518,9.59,175.92,185.51,5,1
26063,46.81,174.9,221.71,4,1
106118,13.02,159.0,172.02,3,1
98714,8.72,35.99,44.71,1,1
2178,23.64,102.0,125.64,1,1
84588,20.99,49.91,70.9,1,1
5759,22.45,69.9,92.35,1,1
1572,23.28,25.0,48.28,1,1
64287,7.81,78.0,85.81,1,1
36667,13.72,99.9,113.62,4,1
39188,12.69,49.99,2.42,1,8
74162,12.78,69.0,81.78,1,1
92462,8.4,29.99,38.39,1,1
67920,16.19,155.97,172.16,8,1
100891,13.32,139.9,153.22,3,1
48323,18.02,109.9,127.92,2,1
33081,11.46,62.9,74.36,7,1
74097,8.03,110.32,473.4,2,1
103585,15.38,44.9,110.66,6,1
34011,49.79,179.9,229.69,10,1
5276,9.09,34.99,44.08,1,1
20231,11.98,84.94,96.92,9,1
98443,18.23,19.9,38.13,1,1
79786,15.34,84.99,100.33,3,1
8457,25.51,109.9,135.41,1,1
27271,28.75,349.99,378.74,6,1
107305,14.36,79.9,94.26,3,1
71198,28.81,58.99,87.8,3,1
82815,15.1,29.9,45.0,4,1
13765,22.98,56.7,79.68,1,1
87198,15.85,105.99,121.84,1,1
50339,18.3,149.99,168.29,6,1
97652,32.23,129.9,162.13,12,1
75975,27.97,159.9,187.87,12,1
34868,12.13,89.9,102.03,3,1
18644,18.83,179.9,397.46,10,1
16666,19.28,99.0,199.44,1,2
4941,17.67,59.89,77.56,1,1
18352,16.11,44.1,120.42,6,1
94378,11.85,29.9,41.75,1,1
108733,13.99,44.9,205.65,10,1
20260,18.23,139.8,158.03,1,1
111784,9.64,102.9,225.08,3,1
96068,18.31,29.99,241.5,1,1
88982,13.71,28.5,42.21,1,1
71292,17.66,58.99,76.65,3,1
